cd_plano_conta_rel,ds_plano_conta,nivel,vl_abr,vl_abr_f,vl_ago,vl_ago_f,vl_atualizado,vl_atualizado_f,vl_dez,vl_dez_f,vl_fev,vl_fev_f,vl_jan,vl_jan_f,vl_jul,vl_jul_f,vl_jun,vl_jun_f,vl_mai,vl_mai_f,vl_mar,vl_mar_f,vl_nov,vl_nov_f,vl_out,vl_out_f,vl_periodo,vl_periodo_f,vl_previsto,vl_previsto_f,vl_set,vl_set_f,vl_total,vl_total_f
1.9.9.9.99.2.4.01.03,MULTAS E JUROS DA DAS MULTAS RELACIONADAS A POLUICAO SONORA,9,"R$ 596,45",596.45,"R$ 632,94",632.94,"R$ 0,00",0,"R$ 418,40",418.4,"R$ 404,03",404.03,"R$ 458,99",458.99,"R$ 396,98",396.98,"R$ 502,17",502.17,"R$ 804,26",804.26,"R$ 714,30",714.3,"R$ 937,71",937.71,"R$ 689,94",689.94,,0,"R$ 0,00",0,"R$ 574,28",574.28,"R$ 7.130,45",7130.45
1.9.9.9.99.2.4.01.04,MULTA E JUROS DIVIDA ATIVA - RELACIONADAS A FISCALIZACAO,9,"R$ 1.746,95",1746.95,"R$ 886,19",886.19,"R$ 0,00",0,"R$ 981,15",981.15,"R$ 0,00",0,"R$ 0,00",0,"R$ 539,17",539.17,"R$ 271,97",271.97,"R$ 10,63",10.63,"R$ 4,62",4.62,"R$ 999,43",999.43,"R$ 5.115,94",5115.94,,0,"R$ 0,00",0,"R$ 1.991,14",1991.14,"R$ 12.547,19",12547.19
1.9.9.9.99.2.4.01.05,MULTA E JUROS DE MORA - D. A. MULTAS REL.SEGUR.TRABALHO,9,"R$ 171,26",171.26,"R$ 63,75",63.75,"R$ 0,00",0,"R$ 28,97",28.97,"R$ 0,00",0,"R$ 171,26",171.26,"R$ 133,48",133.48,"R$ 62,55",62.55,"R$ 171,26",171.26,"R$ 236,87",236.87,"R$ 38,38",38.38,"R$ 470,57",470.57,,0,"R$ 0,00",0,"R$ 102,13",102.13,"R$ 1.650,48",1650.48
1.9.9.9.99.2.4.01.06,MULTA E JUROS D.A. DESCUMPRIMENTO DE CONTRATO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
1.9.9.9.99.3,Outras Receitas não Arrecadadas e não Projetadas pela Rfb - Financeiras,6,"R$ 3.877,29",3877.29,"R$ 6.574,85",6574.85,"R$ 0,00",0,"R$ 2.873,53",2873.53,"R$ 6.149,34",6149.34,"R$ 14.544,82",14544.82,"R$ 11.451,69",11451.69,"R$ 10.854,10",10854.1,"R$ 11.379,71",11379.71,"R$ 5.294,30",5294.3,"R$ 9.091,10",9091.1,"R$ 5.326,15",5326.15,,0,"R$ 0,00",0,"R$ 6.265,33",6265.33,"R$ 93.682,21",93682.21
1.9.9.9.99.3.1,Outras Receitas não Arrecadadas e não Projetadas pela Rfb - Financeiras - Principal,7,"R$ 3.877,29",3877.29,"R$ 6.574,85",6574.85,"R$ 0,00",0,"R$ 2.873,53",2873.53,"R$ 6.149,34",6149.34,"R$ 14.544,82",14544.82,"R$ 11.451,69",11451.69,"R$ 10.854,10",10854.1,"R$ 11.379,71",11379.71,"R$ 5.294,30",5294.3,"R$ 9.091,10",9091.1,"R$ 5.326,15",5326.15,,0,"R$ 0,00",0,"R$ 6.265,33",6265.33,"R$ 93.682,21",93682.21
1.9.9.9.99.3.1.01,Outras Receitas não Arrecadadas e não Projetadas pela Rfb - Financeiras - Principal,8,"R$ 3.877,29",3877.29,"R$ 6.574,85",6574.85,"R$ 0,00",0,"R$ 2.873,53",2873.53,"R$ 6.149,34",6149.34,"R$ 14.544,82",14544.82,"R$ 11.451,69",11451.69,"R$ 10.854,10",10854.1,"R$ 11.379,71",11379.71,"R$ 5.294,30",5294.3,"R$ 9.091,10",9091.1,"R$ 5.326,15",5326.15,,0,"R$ 0,00",0,"R$ 6.265,33",6265.33,"R$ 93.682,21",93682.21
1.9.9.9.99.3.1.01.01,MULTAS E JUROS DE MORA DEMAIS RECEITAS,9,"R$ 3.877,29",3877.29,"R$ 6.574,85",6574.85,"R$ 0,00",0,"R$ 2.873,53",2873.53,"R$ 6.149,34",6149.34,"R$ 14.544,82",14544.82,"R$ 11.451,69",11451.69,"R$ 10.854,10",10854.1,"R$ 11.379,71",11379.71,"R$ 5.294,30",5294.3,"R$ 9.091,10",9091.1,"R$ 5.326,15",5326.15,,0,"R$ 0,00",0,"R$ 6.265,33",6265.33,"R$ 93.682,21",93682.21
2,Receitas de Capital,1,"R$ 9.636.336,66",9636336.66,"R$ 2.339.508,85",2339508.85,"R$ 333.165.000,00",333165000,"R$ 0,00",0,"R$ 244.047,24",244047.24,"R$ 18.111.076,36",18111076.36,"R$ 5.076.972,35",5076972.35,"R$ 35.113.052,04",35113052.04,"R$ 7.411.274,32",7411274.32,"R$ 8.382.208,05",8382208.05,"R$ 7.496.041,58",7496041.58,"R$ 5.569.283,97",5569283.97,,0,"R$ 333.165.000,00",333165000,"R$ 12.998.501,24",12998501.24,"R$ 112.378.302,66",112378302.66
2.1,Operações de Crédito,2,"R$ 0,00",0,"R$ 0,00",0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92
2.1.1,Operações de Crédito - Mercado Interno,3,"R$ 0,00",0,"R$ 0,00",0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9,Outras Operações de Crédito - Mercado Interno,4,"R$ 0,00",0,"R$ 0,00",0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99,Outras Operações de Crédito - Mercado Interno,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1,Outras Operações de Crédito - Mercado Interno - Principal,7,"R$ 0,00",0,"R$ 0,00",0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01,Outras Operações de Crédito - Mercado Interno - Principal,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 156.318.000,00",156318000,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.01,BNDES-PROGR.MODERN.ADM.TRIBUTARIA MUN.-PMAT,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.02,PROGRAMA SANTOS MAIS - GERAL,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 126.318.000,00",126318000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 126.318.000,00",126318000,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.03,FINISA - INFRAESTRUTURA E SANEAMENTO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.04,M . CIDADES PROG. SANEAMENTO BASICO PARA TODOS - MANEJO DE AGUAS PLUVIAIS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.05,PAC 2 - MOBILIDADE URBANA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.06,CPAC - CONTRAPARTIDA PROGRAMA ACELERAÇÃO DO CRESCIMENTO,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.07,FINISA - OBRAS DA ENTRADA DA CIDADE,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.08,FINISA 3 - CONTRATO 598072 DV 21,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.09,REPASSE CCO - 3ª ETAPA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.10,PARQUE PALAFITAS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 15.000.000,00",15000000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 15.000.000,00",15000000,"R$ 0,00",0,"R$ 0,00",0
2.1.1.9.99.0.1.01.11,MCIDADES-CT506041-ESTAÇÕES ELEVATÓRIAS E COMPORTA,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 15.000.000,00",15000000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 15.000.000,00",15000000,"R$ 0,00",0,"R$ 0,00",0
2.1.2,Operações de Crédito - Mercado Externo,3,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92
2.1.2.2,Operações de Crédito Contratuais - Mercado Externo,4,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92
2.1.2.2.01,Operações de Crédito Contratuais - Mercado Externo,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92
2.1.2.2.01.0.1,Operações de Crédito Contratuais - Mercado Externo - Principal,7,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92
2.1.2.2.01.0.1.01,CAF - SANTOS MAIS,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 21.252.480,92",21252480.92
2.1.2.9,Outras Operações de Crédito - Mercado Externo,4,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.2.9.99,Outras Operações de Crédito - Mercado Externo,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.2.9.99.0.1,Outras Operações de Crédito - Mercado Externo - Principal,7,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.2.9.99.0.1.01,Outras Operações de Crédito - Mercado Externo - Principal,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.1.2.9.99.0.1.01.01,FINISA 3 -Operações de Crédito Externas para Programas de Modernização da Administração Pública- PRINCIPAL,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.2,Alienação de Bens,2,"R$ 3.961,70",3961.7,"R$ 177.613,82",177613.82,"R$ 2.000,00",2000,"R$ 0,00",0,"R$ 3.069,24",3069.24,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 72.620,00",72620,"R$ 3.069,24",3069.24,"R$ 7.920,22",7920.22,"R$ 0,00",0,,0,"R$ 2.000,00",2000,"R$ 15.840,44",15840.44,"R$ 284.094,66",284094.66
2.2.1,Alienação de Bens Móveis,3,"R$ 3.961,70",3961.7,"R$ 177.613,82",177613.82,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 3.069,24",3069.24,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 72.620,00",72620,"R$ 3.069,24",3069.24,"R$ 7.920,22",7920.22,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 15.840,44",15840.44,"R$ 284.094,66",284094.66
2.2.1.1,"Alienação de Títulos, Valores Mobiliários e Aplicações Congêneres",4,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.2.1.1.01,"Alienação de Títulos, Valores Mobiliários e Aplicações Congêneres Temporárias",5,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.2.1.1.01.0.1,"Alienação de Títulos, Valores Mobiliários e Aplicações Congêneres Temporárias - Principal",7,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.2.1.1.01.0.1.01,ALIENAÇÃO DE AÇÕES,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.2.1.3,Alienação de Bens Móveis e Semoventes,4,"R$ 3.961,70",3961.7,"R$ 177.613,82",177613.82,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 3.069,24",3069.24,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 72.620,00",72620,"R$ 3.069,24",3069.24,"R$ 7.920,22",7920.22,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 15.840,44",15840.44,"R$ 284.094,66",284094.66
2.2.1.3.01,Alienação de Bens Móveis e Semoventes,5,"R$ 3.961,70",3961.7,"R$ 177.613,82",177613.82,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 3.069,24",3069.24,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 72.620,00",72620,"R$ 3.069,24",3069.24,"R$ 7.920,22",7920.22,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 15.840,44",15840.44,"R$ 284.094,66",284094.66
2.2.1.3.01.0.1,Alienação de Bens Móveis e Semoventes - Principal,7,"R$ 3.961,70",3961.7,"R$ 177.613,82",177613.82,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 3.069,24",3069.24,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 72.620,00",72620,"R$ 3.069,24",3069.24,"R$ 7.920,22",7920.22,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 15.840,44",15840.44,"R$ 284.094,66",284094.66
2.2.1.3.01.0.1.01,Alienação de Bens Móveis e Semoventes - Principal,8,"R$ 3.961,70",3961.7,"R$ 177.613,82",177613.82,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 3.069,24",3069.24,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 72.620,00",72620,"R$ 3.069,24",3069.24,"R$ 7.920,22",7920.22,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 15.840,44",15840.44,"R$ 284.094,66",284094.66
2.2.1.3.01.0.1.01.01,ALIEN.OUTROS BENS MOVEIS,9,"R$ 3.961,70",3961.7,"R$ 177.613,82",177613.82,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 3.069,24",3069.24,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 72.620,00",72620,"R$ 3.069,24",3069.24,"R$ 7.920,22",7920.22,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 15.840,44",15840.44,"R$ 284.094,66",284094.66
2.2.1.3.01.0.1.01.02,ALIEN.OUTROS BENS MOVEIS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
2.2.2,Alienação de Bens Imóveis,3,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0
2.2.2.1,Alienação de Bens Imóveis,4,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0
2.2.2.1.01,Alienação de Bens Imóveis,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0
2.2.2.1.01.0.1,Alienação de Bens Imóveis - Principal,7,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0
2.2.2.1.01.0.1.01,Alienação de Bens Imóveis - Principal,8,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0
2.2.2.1.01.0.1.01.01,ALIEN.OUTROS BENS IMOVEIS,9,"R$ 0,00",0,"R$ 0,00",0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 1.000,00",1000,"R$ 0,00",0,"R$ 0,00",0
2.4,Transferências de Capital,2,"R$ 9.632.374,96",9632374.96,"R$ 2.161.895,03",2161895.03,"R$ 176.845.000,00",176845000,"R$ 0,00",0,"R$ 240.978,00",240978,"R$ 18.111.076,36",18111076.36,"R$ 5.076.972,35",5076972.35,"R$ 13.750.571,12",13750571.12,"R$ 7.338.654,32",7338654.32,"R$ 8.379.138,81",8379138.81,"R$ 7.488.121,36",7488121.36,"R$ 5.569.283,97",5569283.97,,0,"R$ 176.845.000,00",176845000,"R$ 12.982.660,80",12982660.8,"R$ 90.731.727,08",90731727.08
2.4.1,Transferências da União e de suas Entidades,3,"R$ 1.063.412,42",1063412.42,"R$ 13.261,50",13261.5,"R$ 59.037.000,00",59037000,"R$ 0,00",0,"R$ 240.978,00",240978,"R$ 0,00",0,"R$ 118.915,48",118915.48,"R$ 82.396,81",82396.81,"R$ 16.010,38",16010.38,"R$ 658.663,31",658663.31,"R$ 424.025,65",424025.65,"-R$ 741.474,44",-741474.44,,0,"R$ 59.037.000,00",59037000,"R$ 661.411,19",661411.19,"R$ 2.537.600,30",2537600.3
2.4.1.1,Transferências de Recursos do Sistema Único de Saúde - SUS,4,"R$ 0,00",0,"R$ 0,00",0,"R$ 5.000.000,00",5000000,"R$ 0,00",0,"R$ 240.978,00",240978,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 5.000.000,00",5000000,"R$ 0,00",0,"R$ 240.978,00",240978
2.4.1.1.51,Transferências de Recursos do Sistema Único de Saúde – SUS - Fundo a Fundo - Bloco de Estruturação da Rede de Serviços Públicos de Saúde,5,"R$ 0,00",0,"R$ 0,00",0,"R$ 5.000.000,00",5000000,"R$ 0,00",0,"R$ 240.978,00",240978,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 5.000.000,00",5000000,"R$ 0,00",0,"R$ 240.978,00",240978
2.4.1.1.51.1,Transferências de Recursos do Bloco de Estruturação da Rede de Serviços Públicos de Saúde - Atenção Primária,6,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0,,0,"R$ 0,00",0,"R$ 0,00",0,"R$ 0,00",0
