cnpj;ano;url_principal;vl_prestacao_servicos;vl_recursos_subvencoes_publicas;vl_recursos_contribuicoes_publicas;vl_recursos_convenios_publicos;vl_recursos_auxi­lios_publicos;vl_recursos_termo_parceria;vl_doacoes_contribuicoes_custeio;vl_receita_convenios_saude_conveniados;vl_prest_servicos_saude_conveniados;vl_sus_sistema_unico_saude;vl_inscricoes_cursos_vestibulares;vl_servicos_educacionais;vl_taxa_mensalidades_contribuicoes;vl_contribuicao_empresas_mantenedoras;vl_doacoes_campanhas_patroci­nios;vl_recusos_internacionais;vl_bolsas_estudo_concedidas;vl_atendimento_gratuito;vl_descontos_comerciais_concedidos;vl_pis_receitas;vl_cofins_receitas;vl_icms_vendas;vl_iss_servicos;vl_vendas_canceladas;vl_outras_deducoes;vl_outras_receitas_operacionais;vl_descontos_obtidos;vl_rendalugueis_arrendamentos;vl_rendimentos_ti­tulos_aplicacoes_mercado_financeiro;vl_impostos_aplicacoes_financeiras;vl_outras_receitas_financeiras;vl_vendativo_permanente;vl_doacoes_receb_bens_mercadorias;vl_outras_receitas_nao_operacionais;vl_outras_receitas_nao_classificadas_anteriormente;vl_total_receitas;vl_salarios_funcionarios_(c/_vi­nculo_empregati­cio);vl_encargos_sociais_pessoal;vl_despesas_diversas_pessoal;vl_remuneracao_dirigentes;vl_encargos_sociais_dirigentes;vl_outros_encargos_sociais_compulsorios;vl_outras_despesas_pessoal;vl_recursos_humanos_externos_pessofi­sica;vl_recursos_humanos_externos_pessojuri­dica;vl_inss_servicos_prestados_por_terceiros;vl_outras_despesas_servicos_contratados;vl_custos_projetos;vl_agua_gas_energieletrica;vl_alugueis_pagos;vl_despesas_vei­culos;vl_diarias_viagens;vl_hospedagem;vl_passagens_aereas/rodoviarias;vl_telefone_fax_outras_despesas_comunicacoes;vl_publicacoes_tecnicas;vl_servicos_tecnicos_especializados;vl_despesas_informatica;vl_premios_seguros_contratados;vl_despesas_atividades_sociais_culturais;vl_outras_despesas_administrativas;vl_ensifundamental;vl_curso_superior;vl_estagiarios;vl_mestrados_doutorados_pos_doutorados;vl_outras_despesas_bolsas_estudo
55.674.980/0001-08;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/53215/RelatorioCircunstanciado.html;0,00;0,00;0,00;252.582,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.299.373,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;86,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.552.041,88;897.609,69;316.786,83;47.575,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;6.640,06;0,00;63.264,83;0,00;29.911,70;0,00;0,00;0,00;86.369,50;0,00;0,00;12.953,61;218,80;0,00;112.276,77;0,00;0,00;0,00;0,00;0,00
58.219.551/0001-20;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/54165/RelatorioCircunstanciado.html;0,00;0,00;0,00;334.798,38;0,00;0,00;1.878.899,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00;733.624,58;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;910,94;0,00;34.150,20;0,00;551.415,39;0,00;0,00;0,00;0,00;3.533.799,11;857.121,36;148.483,72;91.296,05;0,00;0,00;0,00;138.692,01;32.624,00;351.673,71;0,00;0,00;0,00;173.424,99;0,00;105.452,23;0,00;0,00;0,00;39.149,30;0,00;10.960,00;5.505,63;11.301,10;0,00;667.185,20;0,00;0,00;24.152,80;0,00;0,00
22.690.069/0001-27;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/54426/RelatorioCircunstanciado.html;0,00;0,00;0,00;650.766,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;76.929,42;328.569,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.080,72;0,00;0,00;0,00;0,00;3.184,28;0,00;0,00;0,00;0,00;1.077.530,32;710.863,84;61.481,31;0,00;0,00;0,00;0,00;5.895,49;7.937,06;0,00;0,00;0,00;0,00;6.992,74;0,00;3.045,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;42.662,80;343.306,45;0,00;0,00;0,00;0,00;0,00
58.207.572/0001-26;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/55093/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;41.292.681,36;0,00;0,00;0,00;4.613.788,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;440.539,40;0,00;0,00;0,00;26.366.777,16;0,00;644.535,58;0,00;0,00;0,00;0,00;63.249.666,57;9.801.802,95;1.321.466,65;0,00;0,00;0,00;0,00;0,00;439.875,70;628.689,94;0,00;0,00;0,00;408.442,81;0,00;0,00;2.862,10;0,00;0,00;0,00;16.297,52;0,00;87.442,99;8.751,38;0,00;1.438.483,35;813.600,00;3.819.821,86;0,00;0,00;0,00
58.191.008/0001-62;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/55406/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;70.671.328,69;0,00;0,00;4.008.294,26;0,00;13.869.803,98;4.008.294,26;0,00;0,00;0,00;0,00;0,00;0,00;322.419,57;432.856,83;0,00;497.185,52;3.430.304,05;0,00;0,00;1.042,00;0,00;0,00;5.096.378,60;65.936.872,14;31.872.102,49;14.477.589,12;29.326,25;0,00;0,00;0,00;46.668,65;0,00;0,00;0,00;0,00;1.934.684,15;1.926.375,55;658.389,66;81.809,02;17.529,83;0,00;0,00;2.387.082,65;161.747,88;1.077.684,87;551.084,15;355.473,29;255.755,27;1.302.036,65;0,00;124.446,35;88.999,73;0,00;0,00
58.198.227/0001-73;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/56125/RelatorioCircunstanciado.html;441.540,45;1.879.535,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16.860,29;0,00;281.826,51;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;229,26;385.887,12;222.559,29;0,00;21.987,95;0,00;0,00;1.452.642,08;0,00;4.703.067,95;1.581.529,23;524.085,46;84.472,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;132.450,41;232.050,11;37.875,11;3.431,49;0,00;0,00;46.243,62;0,00;0,00;0,00;32.063,80;0,00;1.433.806,75;0,00;0,00;0,00;0,00;0,00
58.198.128/0001-91;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/56202/RelatorioCircunstanciado.html;0,00;1.711.110,75;0,00;0,00;0,00;0,00;0,00;5.115,88;0,00;0,00;0,00;0,00;23.307,00;0,00;106.240,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;600,00;0,00;0,00;19.857,06;0,00;0,00;522,49;0,00;1.866.753,42;1.068.227,96;113.461,74;0,00;0,00;0,00;0,00;7.363,00;6.754,34;0,00;0,00;219.200,80;40.472,50;16.662,44;0,00;6.726,80;0,00;0,00;0,00;15.938,33;1.007,76;15.865,00;11.046,30;3.737,18;55.856,15;131.938,18;0,00;0,00;0,00;0,00;0,00
58.228.453/0001-50;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/58477/RelatorioCircunstanciado.html;0,00;54.240,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25.528,00;0,00;40.608,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.149,11;0,00;0,00;0,00;0,00;0,00;0,00;122.525,14;84.924,29;6.903,70;9.433,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4.742,04;0,00;0,00;0,00;0,00;0,00;2.577,04;0,00;5.952,28;0,00;453,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00
64.042.740/0001-73;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/58915/RelatorioCircunstanciado.html;0,00;766.608,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65.872,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;14.543,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49.776,54;896.800,36;393.364,52;63.631,06;10.806,90;0,00;0,00;0,00;73.950,05;8.796,66;0,00;0,00;0,00;0,00;5.782,11;0,00;10.404,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3.293,40;0,00;119.523,79;0,00;0,00;0,00;0,00;0,00
71.545.636/0001-67;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/113169/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;15.179,00;0,00;0,00;0,00;0,00;0,00;0,00;7.053,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;22.232,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;20.110,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.642,00;0,00;0,00;0,00;0,00;0,00
46.798.492/0001-03;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/61877/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;0,00;18.055,00;0,00;0,00;0,00;0,00;0,00;43.193,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;61.248,00;1.459,33;403,68;0,00;0,00;0,00;0,00;0,00;0,00;3.614,40;0,00;0,00;0,00;14.796,06;0,00;3.388,45;272,85;0,00;0,00;7.165,18;0,00;0,00;14,50;0,00;0,00;29.244,49;0,00;0,00;0,00;0,00;0,00
58.250.267/0001-17;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/62458/RelatorioCircunstanciado.html;0,00;0,00;0,00;270.931,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;34.101,16;0,00;40.759,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;123.508,52;0,00;0,00;625,51;0,00;0,00;0,00;2.137,98;472.063,70;310.169,58;27.610,20;23.868,67;0,00;0,00;0,00;9.980,22;0,00;0,00;0,00;0,00;31.580,91;13.820,36;0,00;0,00;0,00;0,00;0,00;6.236,90;0,00;3.652,80;0,00;0,00;0,00;35.325,17;0,00;0,00;0,00;0,00;0,00
58.194.622/0001-88;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/63190/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
58.198.524/0001-19;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/63581/RelatorioCircunstanciado.html;0,00;3.486.205,54;0,00;0,00;0,00;0,00;0,00;0,00;178.562.701,34;40.175.665,55;0,00;0,00;0,00;0,00;2.156.119,92;0,00;0,00;72.217,60;0,00;0,00;0,00;0,00;0,00;0,00;2.345.938,55;11.862.727,14;1.651.271,11;0,00;1.057.307,06;0,00;1.138.756,75;21.100,00;0,00;0,00;0,00;237.693.698,26;40.597.899,15;0,00;12.828.220,29;0,00;0,00;0,00;12.448.863,31;24.150.304,58;28.994.870,36;18.007.122,01;0,00;0,00;4.029.028,29;306.213,06;22.564,05;91.806,01;0,00;0,00;640.289,97;0,00;0,00;1.085.617,33;569.473,99;0,00;1.933.687,20;0,00;0,00;92.280,20;0,00;0,00
58.222.878/0001-51;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/65053/RelatorioCircunstanciado.html;0,00;813.817,14;467.995,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;887.811,20;0,00;0,00;1.336.583,70;0,00;0,00;0,00;0,00;0,00;1.247,18;0,00;0,00;0,00;0,00;8.472,46;0,00;187.419,72;73.819,37;0,00;0,00;28.999,98;0,00;0,00;0,00;3.803.672,08;1.375.961,38;573.757,00;134.608,25;0,00;0,00;0,00;34.768,45;10.760,00;8.784,00;0,00;0,00;0,00;100.745,33;0,00;38.314,92;1.750,00;0,00;0,00;51.514,02;0,00;12.415,76;3.789,47;46.450,31;8.456,95;1.056.827,34;0,00;0,00;7.478,25;0,00;0,00
58.252.602/0001-16;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/65867/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;467.884,10;0,00;688.605,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;87.465,40;3.563,22;0,00;0,00;0,00;0,00;793,87;1.241.185,96;154.745,07;64.873,72;128.819,56;0,00;0,00;0,00;0,00;57.921,84;0,00;0,00;0,00;0,00;29.904,73;0,00;1.070,23;0,00;7.351,90;0,00;11.017,27;0,00;0,00;12.674,50;1.895,44;0,00;621.162,90;0,00;0,00;0,00;0,00;0,00
71.545.636/0001-67;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/66369/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;20.000,00;0,00;0,00;0,00;0,00;0,00;0,00;11.541,50;0,00;11.502,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43.043,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.495,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;15.657,80;0,00;0,00;0,00;0,00;0,00
58.253.667/0001-86;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/68239/RelatorioCircunstanciado.html;11.495.717,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.955,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13.494,49;1,51;2.345,00;408.755,17;0,00;1.501,57;21.000,00;0,00;2.265,37;1.741.381,98;13.689.417,82;7.698.918,35;614.331,24;592.409,83;0,00;0,00;0,00;1.426.521,05;0,00;0,00;0,00;170.071,39;0,00;24.825,68;0,00;14.227,02;580,02;0,00;0,00;33.774,65;19.813,56;0,00;35.958,18;0,00;20.000,00;352.572,56;0,00;0,00;0,00;0,00;0,00
58.225.905/0001-40;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/69278/RelatorioCircunstanciado.html;1.983.098,35;940.644,74;0,00;330.107,58;0,00;0,00;18.535,28;0,00;0,00;0,00;0,00;0,00;2.048,50;0,00;765.831,94;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;265.904,53;0,00;0,00;5.654,28;0,00;0,00;0,00;0,00;4.311.825,20;1.765.369,86;288.589,20;428.622,23;0,00;0,00;0,00;193.983,26;0,00;0,00;0,00;0,00;0,00;178.226,05;50.591,04;117.479,22;512,66;0,00;0,00;85.286,47;0,00;322.751,32;15.908,24;11.283,13;0,00;25.219,34;0,00;0,00;0,00;0,00;0,00
58.263.898/0001-70;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/70307/RelatorioCircunstanciado.html;0,00;0,00;0,00;51.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.908,40;0,00;49.925,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;111.833,41;41.341,77;6.299,60;24.364,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;10.767,72;0,00;2.251,62;0,00;0,00;0,00;3.619,29;0,00;0,00;216,00;1.689,61;1.582,95;6.910,63;0,00;0,00;0,00;0,00;0,00
58.222.910/0001-07;2009;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/74915/RelatorioCircunstanciado.html;0,00;36.000,00;0,00;789.570,37;0,00;2.700,00;76.183,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;402.452,93;0,00;229.199,06;32.217,44;0,00;0,00;0,00;0,00;0,00;12.719,98;1.581.043,71;1.235.016,55;0,00;0,00;0,00;0,00;0,00;0,00;9.936,00;35.476,51;0,00;0,00;0,00;4.919,30;0,00;8.466,17;0,00;0,00;0,00;13.629,00;0,00;0,00;4.206,87;0,00;0,00;298.495,13;0,00;0,00;0,00;0,00;0,00
58.225.905/0001-40;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/75504/RelatorioCircunstanciado.html;2.131.236,55;974.687,59;0,00;780.867,00;0,00;0,00;0,00;0,00;0,00;41.807,11;0,00;0,00;900,00;0,00;783.684,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;277.849,32;0,00;0,00;12.786,79;0,00;0,00;0,00;0,00;5.003.818,42;1.793.014,90;732.674,09;521.950,72;0,00;0,00;0,00;126.919,55;0,00;0,00;0,00;0,00;0,00;160.788,52;55.618,01;94.730,83;698,55;0,00;0,00;82.442,91;0,00;292.895,79;5.230,02;18.635,70;748,80;33.393,97;0,00;0,00;0,00;0,00;0,00
58.218.215/0001-63;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/75812/RelatorioCircunstanciado.html;0,00;933.609,75;0,00;0,00;0,00;0,00;67.189,47;0,00;0,00;0,00;0,00;0,00;31.088,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;760.172,53;0,00;0,00;142.275,47;0,00;0,00;0,00;0,00;25.660,24;346.548,35;2.306.544,31;656.791,30;112.318,97;172.750,28;0,00;0,00;0,00;0,00;35.270,91;72.060,00;0,00;0,00;391.275,16;52.893,23;43.438,54;11.638,92;0,00;0,00;0,00;19.877,77;0,00;30.800,00;1.737,65;5.373,81;0,00;197.244,45;0,00;0,00;0,00;0,00;0,00
58.198.128/0001-91;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/75961/RelatorioCircunstanciado.html;0,00;1.645.324,84;0,00;0,00;0,00;0,00;0,00;3.676,20;0,00;0,00;0,00;0,00;33.507,00;0,00;249.046,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;600,00;0,00;0,00;39.006,61;0,00;0,00;335,68;0,00;1.971.496,42;1.125.392,11;101.481,49;0,00;0,00;0,00;0,00;13.729,72;22.990,00;0,00;0,00;241.796,41;0,00;19.251,40;0,00;8.458,72;0,00;0,00;0,00;7.509,95;1.131,22;0,00;10.247,20;3.694,24;1.070,00;298.455,45;0,00;0,00;0,00;0,00;0,00
58.413.451/0001-30;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/76116/RelatorioCircunstanciado.html;65.947,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;65.947,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;438,48;4.200,00;0,00;0,00;0,00;0,00;2.509,06;0,00;0,00;0,00;0,00;0,00;25.265,10;0,00;0,00;0,00;0,00;0,00
58.191.008/0001-62;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/77458/RelatorioCircunstanciado.html;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72.930.418,51;0,00;0,00;359.000,00;0,00;14.200.924,43;2.084.472,78;0,00;0,00;0,00;0,00;0,00;0,00;0,00;501.165,06;0,00;580.409,14;2.604.912,67;0,00;1.040.615,44;18.549.819,21;6.560,00;1.384.035,23;5.658.503,87;87.330.041,92;32.854.436,77;16.035.467,04;26.794,28;0,00;0,00;24.248,24;295.971,00;0,00;1.230.689,52;295.971,00;3.510.390,44;2.814.860,63;1.910.099,40;735.594,87;88.629,12;52.978,42;0,00;0,00;492.650,16;0,00;1.285.983,34;568.156,81;570.390,00;215.753,14;5.767.997,56;0,00;0,00;143.750,25;0,00;88.931,82
58.167.032/0001-66;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/78086/RelatorioCircunstanciado.html;0,00;0,00;0,00;440.726,55;0,00;0,00;0,00;0,00;0,00;3.828,64;0,00;0,00;24.093,00;0,00;32.419,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26.802,42;0,00;13.010,00;0,00;0,00;0,00;0,00;320,00;0,00;20.204,48;561.404,59;250.096,46;100.152,85;34.351,03;0,00;0,00;0,00;0,00;54.526,69;0,00;0,00;0,00;0,00;22.082,29;0,00;3.685,09;0,00;0,00;0,00;3.910,24;0,00;7.085,30;4.969,01;4.844,82;0,00;138.213,24;0,00;0,00;0,00;0,00;0,00
58.219.551/0001-20;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/79547/RelatorioCircunstanciado.html;0,00;0,00;0,00;324.217,65;0,00;0,00;177.517,96;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2.337.586,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;502,50;0,00;49.634,96;0,00;541.319,29;0,00;0,00;0,00;0,00;3.430.778,44;1.737.575,12;159.497,74;121.402,08;0,00;0,00;0,00;112.501,65;62.793,10;257.159,55;0,00;0,00;0,00;182.030,71;0,00;94.082,47;0,00;0,00;0,00;34.145,96;0,00;12.150,00;6.600,34;9.836,43;0,00;683.707,80;0,00;0,00;37.397,48;0,00;0,00
58.222.910/0001-07;2007;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/80148/RelatorioCircunstanciado.html;0,00;36.000,00;0,00;701.528,52;0,00;5.700,00;48.914,13;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;224.994,29;0,00;195.236,52;61.061,32;0,00;0,00;0,00;0,00;16.617,39;12.738,39;1.302.790,56;813.921,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89.556,84;0,00;0,00;0,00;19.589,82;0,00;1.400,79;0,00;0,00;0,00;15.937,72;0,00;0,00;1.021,00;0,00;0,00;193.622,84;0,00;0,00;0,00;0,00;0,00
58.222.910/0001-07;2008;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/80149/RelatorioCircunstanciado.html;0,00;36.000,00;0,00;739.038,72;0,00;5.200,00;50.660,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;332.839,17;0,00;198.117,32;58.804,60;0,00;0,00;0,00;0,00;0,00;11.210,70;1.431.870,72;1.032.797,34;0,00;0,00;0,00;0,00;0,00;0,00;0,00;58.358,47;0,00;0,00;0,00;15.829,93;0,00;2.152,89;0,00;0,00;0,00;24.294,99;0,00;0,00;7.512,87;0,00;0,00;287.287,13;0,00;0,00;0,00;0,00;0,00
58.222.910/0001-07;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/80151/RelatorioCircunstanciado.html;0,00;36.000,00;0,00;786.254,66;0,00;2.700,00;58.226,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;495.228,06;0,00;265.547,63;31.320,21;0,00;0,00;0,00;0,00;0,00;12.559,50;1.687.836,38;1.228.133,13;0,00;0,00;0,00;0,00;0,00;0,00;6.622,00;30.961,53;0,00;0,00;0,00;8.972,06;0,00;5.663,38;0,00;0,00;0,00;14.693,57;3.911,38;0,00;0,00;0,00;0,00;219.265,74;0,00;0,00;0,00;0,00;0,00
51.642.288/0001-39;2011;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/114750/RelatorioCircunstanciado.html;0,00;661.401,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;558.162,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.219.564,03;739.199,64;71.413,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43.326,92;0,00;0,00;0,00;0,00;0,00;326.991,66;0,00;0,00;0,00;0,00;0,00
55.674.782/0001-36;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/82633/RelatorioCircunstanciado.html;0,00;0,00;0,00;569.529,97;0,00;0,00;111.490,12;0,00;0,00;0,00;0,00;0,00;0,00;0,00;11.497,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;18.000,00;0,00;609,93;0,00;0,00;0,00;0,00;0,00;0,00;711.127,40;328.668,66;38.230,53;72.014,15;0,00;0,00;0,00;8.292,31;0,00;0,00;0,00;0,00;0,00;11.590,04;0,00;5.347,02;0,00;0,00;0,00;9.455,31;0,00;0,00;0,00;2.192,71;0,00;21.088,24;0,00;0,00;0,00;0,00;0,00
64.042.740/0001-73;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/84168/RelatorioCircunstanciado.html;0,00;863.906,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;99.021,81;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,00;0,00;5.277,23;0,00;0,00;0,00;0,00;480,00;81.120,33;1.049.881,22;434.232,99;45.033,41;37.047,49;0,00;0,00;0,00;0,00;0,00;8.363,14;0,00;0,00;0,00;0,00;0,00;8.153,44;0,00;0,00;0,00;6.266,34;1.492,03;289.812,43;0,00;0,00;0,00;32.537,52;0,00;0,00;0,00;0,00;0,00
58.251.711/0001-19;2010;http://portal.mj.gov.br/CNEsPublico/relatorioCNEs/84201/RelatorioCircunstanciado.html;1.690.240,97;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.214.148,85;78.842.903,75;0,00;0,00;2.927.872,47;0,00;12.722.280,45;0,00;0,00;0,00;0,00;0,00;6.244,07;418.174,07;0,00;0,00;39.908,80;0,00;9.925.293,57;0,00;4.091.869,81;0,00;0,00;0,00;0,00;85.585.539,63;40.984.554,20;3.677.272,71;2.290.595,02;0,00;0,00;0,00;1.809.733,51;1.859.108,11;5.275.762,14;0,00;0,00;1.225.033,83;1.729.018,11;3.902.250,00;127.483,06;250.693,92;0,00;0,00;233.299,97;310.505,43;205.767,04;369.943,28;71,10;1.947.131,29;2.585.154,27;0,00;0,00;0,00;0,00;0,00
