cnpj;ano;num_parceria;nm_orgao_entidade_parceira;nm_posicao_estrutura_adm;tp_ente_federado;tp_fonte_recursos;tp_instrumento_parceria;dt_publicacao;vl_recursos_previstos;vl_recursos_repassados;num_beneficiarios;dt_inicio_atividades;dt_fim_atividades;tx_objetivo_parceria
22.690.069/0001-27;2009;54426;CEMIG - MG;Empresa Pública;Estadual;Estadual;Termo de Parceria;-;2.980,50;2.980,50;180;31/12/2008;30/12/2009;Donativo concedido pela CEMIG DISTRIBUIÇÃO S/A a SOCIEDADE EDUCATIVA  E BENEFICENTE DE MONTES CLAROS - MG, visando viabilizar o atendimento das crianças  carentes pobres da região de Montes Claros, que participam da Creche em regime de 08 horas diárias.
22.690.069/0001-27;2009;54426;SECRETARIA DE EDUCAÇÃO DO MUNICIPIO DE MONTES CLAROS - MG;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;145.191,40;145.191,40;180;31/12/2008;30/12/2009;A elaboraçção da proposta polítoco-pedagógica deve resultar de processo de participação coletiva, envolvendo dirigentes, coordenadores, educadores, funcionários, familias e comunidades de acordo com as normas do Conselho Municipal de Educação e com os princípios e eixos da Política Municipal de Educação, visando assegurar o respeito aos direitos das crianças à vivência plena da infância e ao desenvolvimento de suas potencialidades.
22.690.069/0001-27;2009;54426;CEMIG - MG;Empresa Pública;Estadual;Estadual;Termo de Parceria;-;2.980,50;2.980,50;180;31/12/2008;30/12/2009;Donativo concedido pela CEMIG DISTRIBUIÇÃO S/A a SOCIEDADE EDUCATIVA  E BENEFICENTE DE MONTES CLAROS - MG, visando viabilizar o atendimento das crianças  carentes pobres da região de Montes Claros, que participam da Creche em regime de 08 horas diárias.
58.191.008/0001-62;2009;55406;CMDCA - PREF.MUNICIPAL SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;19/06/2008;99.400,00;43.200,00;50;19/06/2008;18/06/2011;Projeto empreendedor social objetiva abrigar organizações nascentes ou já existentes proporcionando-lhe infra estrutura e apoio técnico gerencial,  administrativos e assessoramento técnico,  por prazo determinado
58.198.227/0001-73;2009;56125;SECRETARIA MUNICIPAL DE EDUCAÇÃO;Órgão Público do Poder Executivo;Municipal;Municipal;SUBVENÇÃO;12/02/2009;1.788.774,00;1.788.774,00;210;04/02/2009;17/12/2009;ATENDIMENTO ESPECIALIZADO NA ÁREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO
58.198.227/0001-73;2009;56125;secretaria de ação social de são vicente;Órgão Público do Poder Executivo;Municipal;Municipal;subvenção;-;20.000,00;20.000,00;210;04/02/2009;17/12/2009;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO
58.198.227/0001-73;2009;56125;Secretaria de Educação de Cubatão;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;05/11/2009;60.000,00;60.000,00;25;04/02/2009;17/12/2009;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO
58.198.227/0001-73;2009;56125;Secretaria de Ação Social de Santos;Órgão Público do Poder Executivo;Municipal;Federal;subvenção;23/02/2007;1.125,00;1.125,00;210;04/02/2009;17/12/2009;ATENDIMENTO ESPECIALIZADO NA ÀREA  DE EDUCAÇÃO E REABILITAÇÃO À PESSOAS  COM DEFICIÊNCIA VISUAL TOTAL E/OU  BAIXA VISÃO  e SEUS FAMILIARES.
58.198.227/0001-73;2009;56125;MEC-FNDE;Órgão Público do Poder Executivo;Federal;Federal;Convênio;-;9.636,00;9.636,00;210;04/02/2009;17/12/2009;Programa Dinheiro Direto na Escola -MEC/FNDE com recursos destinados à custeio e capital  dos programas oferecidos à reabilitação  dos deficientes visuais.
58.198.227/0001-73;2009;56125;INSS;Órgão Público do Poder Executivo;Federal;Federal;isenção de cota patronal;-;376.037,06;376.037,06;210;04/02/2009;17/12/2009;Isenção de cota patrona
58.198.128/0001-91;2009;56202;secretaria de educação;Órgão Público do Poder Executivo;Municipal;Municipal;subvenção;07/02/2009;1.336.163,35;1.336.163,35;165;08/02/2009;17/12/2009;atendimento  especializado  à crianças e adolescentes com deficiência mental e ou distúrbios de aprendizagem
58.198.128/0001-91;2009;56202;Secretaria de Saúde;Órgão Público do Poder Executivo;Municipal;Municipal;subvenção;17/07/2008;218.700,00;205.261,26;440;09/08/2009;29/12/2009;Atendimento especializado para avaliação e diagnóstico e atendimento  à crianças e adolescentes com  distúrbios de aprendizagem associados ou não a deficiência mental.
58.198.128/0001-91;2009;56202;MEC-FNDE;Órgão Público do Poder Executivo;Federal;Federal;Contrato Administrativo;-;8.969,01;8.969,01;165;08/02/2009;17/12/2009;Programa Dinheiro Direto na Escola  com recursos destinados à custeio e capital
58.198.128/0001-91;2009;56202;FUNDO MUNICIPAL DE ASSISTÊNCIA SOACIAL;Órgão Público do Poder Executivo;Municipal;Federal;Convênio;16/02/2009;34.650,00;30.412,61;165;08/02/2009;17/12/2008;REPASSE DE VERBAS DO MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E DE COMBATE A FOME  PARA OS PROGRAMAS DE PROTEÇÃO SOCIAL ESPECIAL
58.198.128/0001-91;2009;56202;Secretaria Estadual de Assistência Social;Órgão Público do Poder Executivo;Estadual;Estadual;verba parlamentar;01/01/2009;30.000,00;30.000,00;165;08/02/2009;17/12/2009;verba parlamentar direcionada para aquisição de equipamentos para a implementação de um centro de estudos voltado na  formação de profissionais atuantes em educação inclusiva e ou disturbios de aprendizagem
58.228.453/0001-50;2009;58477;PREF MUNICIPAL DE GUARUJA;Empresa Pública;Municipal;Municipal;Convênio;31/01/2009;54.240,00;54.240,00;80;01/01/2010;19/12/2010;MANUTENÇÃO DA CRECHE
64.042.740/0001-73;2009;58915;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;01/01/2009;694.569,00;694.569,00;87;31/12/2008;30/12/2009;Prestar atendimento educacional especial a pessoas com defici?ncias m?ltiplas e autismo.
64.042.740/0001-73;2009;58915;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;31/12/2008;74.688,00;74.688,00;87;31/12/2008;30/12/2009;Prestar atentimento gratuito à pessoas com multiplas deficiências e autismo
58.191.008/0001-62;2012;123704;SECRETARIA DA JUSTIÇA E DA DESEFA DO ESTADO SAO PAULO;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;23/03/2012;73.150,00;18.287,50;50;23/03/2012;23/03/2013;CONJUGAÇÃO DE ESFORÇOS PARA IMPLEMENTAÇÃO DE UMA UNIDADE DO CENTRO DE REFERNCIA E APOIO A VÍTIMA - CRAVI- NO MUNICÍPIOS DE SANTOS, ESTADOS DE SÃO PAULO
58.191.008/0001-62;2012;123704;COORD. DE APERFEICOAMENTO DE PESSOAL DE NÍVEL SUPERIOR - CAPES;Autarquia;Federal;Federal;Convênio;01/07/2010;255.000,00;156.518,14;192;01/08/2010;30/08/2014;Formação de profissionais do magistério das Redes públicas da Educação Básica, nos termos do Decreto 5755, de 29/01/2009, da portaria nº 09 de 30/6/2009 do MEC e do decreto 7219 de 24/06/2010.
71.545.636/0001-67;2011;113169;Governo do Estado de SP;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;13/09/2010;30.000,00;15.000,00;200;25/09/2010;30/11/2011;Facilitar a realização do projeto Paz na Ponta do no Giz, beneficiando crianças moradoras dos cortiços de Santos região do Mercado Municipal de Santos.
58.250.267/0001-17;2009;62458;SECRETARIA DA EDUCAÇÃO DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;09/03/1995;270.931,34;270.931,34;128;02/02/2009;19/12/2009;Atendimento às crianças na faixa etária de 3 até 6 anos em período integral para desenvolvimento de trabalhos educacionais relacionados a creche e escola de educação infantil.
58.250.267/0001-17;2012;123872;SECRETARIA DA EDUCAÇÃO DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;08/03/1995;296.504,84;296.504,84;108;16/01/2012;21/12/2012;Atendimento às crianças na faixa etária de 2 até 6 anos em período integral para desenvolvimento de trabalhos educacionais relacionados a creche e escola de educação infantil.
52.246.451/0001-07;2009;62947;Secretaria Municipal de Assistência Social;Órgão Público do Poder Executivo;Federal;Municipal;Convênio;20/02/2009;16.000,00;16.000,00;61;10/03/2009;20/11/2009;Constitui objeto deste Convênio o desenvolvimento de atividades destinadas à prestação de serviços socioassistenciais, compreendidos nas áreas da Proteção Social.
52.246.451/0001-07;2009;62947;Secretaria Municipal da Assistência Social;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;21/11/2009;163.235,59;163.175,59;15;22/01/2009;21/11/2009;Este convênio tem por objeto o estabelecimento de parceria para a manutenção de serviço de antendimento a idosos em regime de abrigo.
52.246.451/0001-07;2009;62947;Secretaria Estadual de Assistência e Desenvolvimento Social;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;31/12/2008;39.854,60;39.854,60;-;31/12/2008;15/07/2009;Transferência de recursos financeiros destinados a aquisição de bens, uma Kombi e dois computadores.
58.198.524/0001-19;2009;63581;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;19/12/2008;295.800,00;295.800,00;-;19/12/2008;31/12/2010;Destinados a custeio de cursos de capacitação profissional - Desenvolvimento de servidores do SUS.
58.198.524/0001-19;2009;63581;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;01/09/2009;1.029.091,20;1.029.091,20;-;01/09/2009;30/09/2010;Custeio destinado à manutenção da Instituição para execução de serviços com qualidade e presteza a população do SUS.
58.198.524/0001-19;2009;63581;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;01/02/2009;300.000,00;300.000,00;-;01/02/2009;31/12/2010;Atender despesas de custeio para reforma da UTI Neonatal.
58.198.524/0001-19;2009;63581;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;01/03/2009;300.000,00;300.000,00;-;01/03/2009;30/09/2010;Atender despesas de custeio/aquisição de Pastilha de Cobalto.
58.198.524/0001-19;2009;63581;Secretaria Estadual da Saúde;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;01/04/2009;1.049.999,94;1.049.999,94;-;01/04/2009;28/12/2009;Custeio de material de consumo e prestação de serviços, referentes ao Programa Pro-Santa Casa 2.
71.554.695/0001-00;2012;123909;Prefeitura Municipal de Santos;Empresa Pública;Municipal;Federal;Convênio;17/05/2012;6.447.995,76;3.804.515,78;-;18/05/2012;17/05/2013;A Parceria visa o gerenciamento de Recursos Humanos.
71.554.695/0001-00;2012;123909;Ministério da Saúde;Ministério Público;Federal;Federal;Contrato Administrativo;04/09/2011;44.900,00;26.940,00;293;04/09/2011;29/06/2012;Realizou -se o Projeto Direito Garantido, tinha como objetivo fortalecer e garantir ações de promoção e defesa dos direitos humanos à epidemia de HIV/AIDS e das pessoas vivendo com HIV/AIDS na cidade de Santos/SP
71.554.695/0001-00;2012;123909;Prefeitura Municipal de Praia Grande;Empresa Pública;Municipal;Municipal;Autorização de Fornecimento;14/12/2011;1.600,00;1.600,00;50;15/01/2012;15/05/2012;Levar os partivipsntes da palestra a ter momentos de reflexão sobre a importancia da familia, nas relações intra e inter familiares em suas reais situações, para a possibilidade de reconstrução de um espaço continente que possa geraridentificações construtivas e afetivas.
71.554.695/0001-00;2012;123909;Prefeituraa Municipal de Santos;Empresa Pública;Municipal;Federal;Convênio;17/05/2012;6.447.995,76;1.307.408,47;-;18/05/2011;17/05/2012;A Parceria visa o gerenciamento de Recursos Humanos.
58.222.878/0001-51;2009;65053;SUBVENÇÃO FEDERAL - RIB. PIRES;Órgão Público do Poder Executivo;Federal;Municipal;Convênio;30/06/2008;,00;851,00;50;31/12/2007;30/12/2008;EXECUÇÃO DE PROGRAMAS, PROJETOS E SERVIÇOS ASSISTENCIAIS, VOCACIONADO AO ATENDIMENTO DA POPULAÇÃO LOCAL, NO SEGMENTO CRIANÇA EM REGIME DE CRECHE.
58.222.878/0001-51;2009;65053;SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Federal;Municipal;Convênio;14/06/2007;,00;23.482,80;200;31/12/2007;30/01/2008;DESENVOLVIMENTO PELA ENTIDADE DOS PROGRAMAS ASSISTENCIAIS, COMPREENDIDOS NA ÁREA DE ATENDIMENTO À FAMÍLIA.
58.222.878/0001-51;2009;65053;SOCIAL/PMRP;Órgão Público do Poder Executivo;Municipal;-;Convênio;16/11/2009;,00;2.142,85;60;15/04/2010;15/04/2010;"Conforme o Plano de Trabalho, serão desenvolvidas atividades no ""Segmento Criança"", fundadas nas diretrizes pedagógicas e de trabalho."
58.222.878/0001-51;2009;65053;CMDCA/PMRP;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;15/04/2010;,00;3.050,00;60;15/04/2010;15/04/2010;conforme o plano de trabalho, serão desenvolvidas atividades na área infanto juvenil, fundadas nas diretrizes pedagógicas e de trabalho.
58.222.878/0001-51;2009;65053;SEDUC/PMS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;01/08/2009;,00;718.169,89;320;31/12/2008;30/12/2009;atendimento gratuíto em creche e pré-escola, visando o desenvolvimento sócio educativo das crianças e adolescentes residentes no município.
58.238.866/0001-15;2007;20569;PREFEITURA MUNICIPAL DE SANTOS;Empresa Pública;Municipal;Federal;Convênio;21/12/2006;677.974,13;677.974,13;105;01/01/2007;30/12/2007;ATENDIMENTO EDUCACIONAL ESPECIALIZADO A CRIANÇAS, ADOLESCENTES E/OU ADULTOS PORTADORES DE NECESSIDADES ESPECIAIS
58.238.866/0001-15;2007;20569;PREFEITURA MUNICIPAL DE SANTOS;Empresa Pública;Municipal;Federal;Convênio;24/02/2007;19.440,00;19.440,00;105;01/01/2007;30/12/2007;DESENVOLVIMENTO DE ATIVIDADES DESTINADAS A PRESTAÇÃO DE SERVIÇOS SOCIASSISTENCIAIS, COMPREENDIDOS NAS AREAS DA PROTEÇÃO SOCIAL CUMPRINDO O PLANO DE TRABALHO
58.225.905/0001-40;2009;69278;SEDUC SECRETARIA DA EDUCAÇÃO;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;17/02/2009;1.034.798,40;940.674,72;490;02/01/2009;31/12/2009;Viabilizar os projetos criados pela Entidade e manter os que já são concretizados, como o Centro de Convivência.
58.225.905/0001-40;2009;69278;SEAS SECRETARIA ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;04/03/2009;28.800,00;21.900,00;10;01/01/2009;31/12/2009;Atender meninos trabalhando na preservação de seus direitos conforme o ECA, fortalecendo o vínculo Familiar e proporcionar a sua autonomia social.
58.225.905/0001-40;2009;69278;SEAS SECRETARIA ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Federal;Federal;Convênio;28/02/2009;9.600,00;10.670,00;10;01/01/2009;31/12/2009;Atender os meninos trabalhando na preservação de seus direitos conforme ECA, fortalecendo o vínculo familiar e proporcionar a sua autonomia social.
58.225.905/0001-40;2009;69278;SEAS SECRETARIA  ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;28/02/2009;24.000,00;24.000,00;10;01/01/2009;31/12/2009;Atender os meninos trabalhando na preservação de seus direitos conforme o ECA, fortalecenhdo o vínculo familiar e prporcionar a sua autonomia social.
58.263.898/0001-70;2009;70307;Secretaria de Assistência Social do Estado de São Paulo;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;-;24.000,00;24.000,00;10;01/01/2009;30/12/2009;Pagamento do funcionário de Serviço Social que atua diretamente com os moradores.
58.263.898/0001-70;2009;70307;Secretária Municipal de Assitência Social;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;-;36.000,00;27.000,00;10;01/01/2009;30/12/2009;Compra de alimentação, material de higiene e limpeza e pagamento de funcionário que atuam diretamente com os moradores
58.269.515/0001-71;2012;124282;Prefeitura Municipal de Santos/ Secretaria Municipal  de Educação;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;03/01/2011;599.055,44;599.055,44;250;03/01/2011;31/12/2011;Tem por objetivo o estabelecimento de uma parceria  com o  municipio  por intermedio da Secretaria Municipal de Educação e a Entidade,  para atendimento gratuito em  creche , pré - escola e educação integral, visando o desenvolvimento sócio- educativo das crianças e adolescentes residentes no  municipio.
58.269.515/0001-71;2012;124282;Prefeitura Municipal de Santos - Secretaria de Assistencia Social e Desenvolvimento Social  Estado;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;03/01/2011;57.000,00;57.000,00;60;03/01/2011;31/12/2011;Constitui o objeto deste convênio  a transferencia de recursos financeiro do programa Estadual de Proteção Social Basica, e especial, apoiado pelo estado de Sao Paulo, por sua Secretaria Estadual de Assistencia e Desenvolvimento Social a ser executado diretamente pela entidade consuante o Plano de Trabalho composto por Planilhas expecificas contidas no Plano Municipal de Assistencia, parte integrante deste ajuste, independente de transição, constituindo seu anexo , devidamente aprovado pelo conselho Municipal de Assistencia Social
58.222.910/0001-07;2009;74915;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;21/12/2006;789.570,37;789.570,37;456;14/02/2011;14/02/2011;Pagamento de salários, encargos da equipe de profissionais e alimentação das crianças.
58.222.910/0001-07;2009;74915;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;06/07/2001;36.000,00;36.000,00;-;14/02/2011;14/02/2011;Destina-se à manutenção das atividades da entidade.
58.225.905/0001-40;2010;75504;SEDUC SECRETARIA DA EDUCAÇÃO;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;03/01/2010;939.961,20;864.477,83;450;03/01/2010;30/12/2010;Viabilizar  os projetos criados pela Entidade e manter os que já são  concretizados, como o Centro de Convivência
58.225.905/0001-40;2010;75504;SEAS SECRETARIA ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Federal;Federal;Convênio;03/01/2010;38.175,00;33.412,50;16;03/01/2010;30/12/2010;Atender os meninos trabalhando na preservação de seus direitos conforme ECA, fortalecendo o vínculo familiar e proporcionar a sua autonomia social.
58.225.905/0001-40;2010;75504;SEAS SECRETARIA  ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;03/01/2010;40.590,00;39.207,50;16;03/01/2010;30/12/2010;Atender os meninos trabalhando na preservação de seus direitos conforme o ECA, fortalecenhdo o vínculo familiar e proporcionar a sua autonomia social.
58.225.905/0001-40;2010;75504;SEAS SECRETARIA ASSISTÊNCIA SOCIAL;Órgão Público do Poder Executivo;Municipal;Federal;Convênio;03/01/2010;7.635,00;7.635,00;16;03/01/2010;30/12/2010;Atender meninos trabalhando na preservação de seus direitos conforme o ECA, fortalecendo o vínculo Familiar e proporcionar a sua autonomia social
68.018.050/0001-30;2012;124499;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;02/01/2011;1.029.181,28;1.029.181,28;140;02/01/2011;31/12/2011;SEDUC - ATENDIMENTO EDUCACIONAL ESPECIALIZADO E GRATUITO, DURANTE O EXERCÍCIO DE 2011, ÀS CRIANÇAS, ADOLESCENTES E/OU ADULTOS, RESIDENTES NO MUNÍCIPIO DE SANTOS, PORTADORES DE NECESSIDADES ESPECIAIS, VISANDO O DESENVOLVIMENTO DE SUAS CAPACIDADES FÍSICAS, SENSORIAIS E MENTAIS.
68.018.050/0001-30;2012;124499;PREFEITURA MUNCIPAL DE SANTOS;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;02/01/2011;192.960,00;192.960,00;140;02/01/2011;31/12/2011;PRESTAÇÃO DE ATENDIMENTO DE FORMA INTEGRAL À CRIANÇAS, ADOLESCENTES E ADULTOS DEFICIENTES MENTAIS COM DISTÚRBIOS DE COMPORTAMENTO, PORTADORAS DE PARALISIA CEREBRAL, SÍNDROME DE WEST, SÍNDROME DE PADDER WILLI, SÍNDROME DE DISTROFIA MIOTÔNICA DE STERNET, PSEUDO AUTISMO INFANTIL E DISTÚRBIO ASSOCIADO À DISTÚRBIO CEREBRAL, DURANTE TODO O EXERCÍDIO DE 2011.
58.218.215/0001-63;2010;75812;PREFEITURA MUNICIPAL DE SANTOS;Empresa Pública;Municipal;Municipal;Convênio;18/11/2009;828.574,75;912.913,38;335;02/01/2010;30/07/2010;ATENDER O TOTAL ESTIPULADO DE 335 CRIANÇAS  DE ACORDO COM FAIXA ETÁRIA, MODALIDADE DE ENSINO E CONDIÇÕES DE ATENDIMENTO.
58.218.215/0001-63;2010;75812;PREFEITURA MUNICIPAL DE SANTOS;Órgão Público do Poder Executivo;Federal;Federal;Convênio;18/11/2009;34.812,50;34.815,50;20;04/01/2010;03/01/2011;"ATENDER A 20 CRIANÇAS DO ABRIGO;"
58.218.215/0001-63;2010;75812;Prefeitura Municipal de Santos;Empresa Pública;Estadual;Estadual;Convênio;13/04/2010;59.207,50;59.281,44;20;04/01/2010;03/01/2011;Recurso para Recusos Humanos
58.218.215/0001-63;2010;75812;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Federal;Federal;Convênio;18/11/2009;7.635,00;7.635,00;20;04/01/2010;03/01/2011;Atendimento de 20 criança no abrigo
58.198.128/0001-91;2010;75961;secretaria de educação;Órgão Público do Poder Executivo;Municipal;Municipal;subvenção;14/01/2010;1.369.334,78;1.369.334,78;180;07/02/2010;16/12/2010;Atendimento  especializado  à crianças e adolescentes com deficiência  intelectual e ou distúrbios de aprendizagem
58.198.128/0001-91;2010;75961;Secretaria de Saúde;Órgão Público do Poder Executivo;Municipal;Municipal;subvenção;26/08/2010;218.700,00;205.094,20;440;03/01/2010;22/12/2010;Atendimento especializado para avaliação e diagnóstico e atendimento terapeutico à crianças e adolescentes com  distúrbios de aprendizagem associados ou não a deficiência mental.
58.198.128/0001-91;2010;75961;MEC-FNDE;Órgão Público do Poder Executivo;Federal;Federal;Contrato Administrativo;-;8.238,76;8.238,76;180;07/02/2010;16/12/2010;Programa Dinheiro Direto na Escola  com recursos destinados à custeio e capital
58.198.128/0001-91;2010;75961;FUNDO MUNICIPAL DE ASSISTÊNCIA SOACIAL;Órgão Público do Poder Executivo;Municipal;Federal;Convênio;03/01/2010;38.500,00;31.509,86;180;07/02/2010;16/12/2010;REPASSE DE VERBAS DO MINISTÉRIO DO DESENVOLVIMENTO SOCIAL E DE COMBATE A FOME  PARA OS PROGRAMAS DE PROTEÇÃO SOCIAL ESPECIAL
58.198.128/0001-91;2010;75961;Secretaria Estadual de Assistência Social;Órgão Público do Poder Executivo;Estadual;Estadual;verba parlamentar;29/09/2010;30.000,00;30.000,00;180;07/02/2010;16/12/2010;verba parlamentar direcionada para aquisição de equipamentos pedagogicos e mobiliários para serem utilizados em sala de aula .
58.167.032/0001-66;2010;78086;Prefeitura Municipal de santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;01/01/2011;367.949,05;367.949,05;175;01/01/2011;31/12/2011;Estabelece uma parceria entre o Município, por intermédio da Secretaria Municipal de Educação, e a Entidade, para o atendimento gratuito em creche, pré escola e educação integral, visando o desenvolvimento sócio educativo das crianças e adolescentes residentes no municipio.
58.167.032/0001-66;2010;78086;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Estadual;Estadual;Convênio;01/01/2011;51.240,00;51.240,00;230;01/01/2011;31/12/2011;Constitui objeto deste Convênio o desenvolvimento de atividades destinadas à prestação de serviços sócio assistenciais, compreendidos nas áreas da Proteção Social, cumprindo o plano de trabalho da Entidade, consoante com os objetivos da Assistencia Social, dentro dos principios e diretrizes da lei federal nº 8742 de 07 de dezembrode 1993  - Lei orgânica da Assistencia Social da Política Nacional de Assistencia Social - Sistema Unico de Assistencial Social, e seu cronograma físico financeiro, mediante repasse de verbas oriundas do Fundo Municipal da Assistência Social, com receita proveniente do Governo Estadual.
58.167.032/0001-66;2010;78086;Prefeitura Muncipal de Santos;Órgão Público do Poder Executivo;Federal;Federal;Convênio;01/01/2011;4.475,00;4.475,00;60;01/01/2011;31/12/2011;"Constitui objeto deste convênio o desenvolvimento de atividades destinadas à prestação de serviços socioassistenciais, compreendidos nas áreas da Proteção Social, cumprindo o plano de trabalho da Entidade, consoante os objetivos da Assistencia Social, dentro dos princípios e e diretrizes da Lei Federal nº 8742, de 07 de dezembro de 1993 - Lei Orgânica da Assistencia Social da Política Nacional de Assistência Social - Sistema Unico de Assistencia Social, e seu cronograma fisico financeiro, mediante repasse de verbas oriundas do Fundo Municipal de Assistencia Social, com receita proveniente do Governo Federal;"
58.219.551/0001-20;2010;79547;PREFEITURA MUNICIPAL DE SANTOS;Ministério Público;Municipal;Municipal;Convênio;18/12/2007;324.217,65;324.217,65;30;01/01/2010;31/12/2010;Atendimento ás necessidades dos idosos
58.222.910/0001-07;2007;80148;Prefeitura Municipal de Santos;-;Municipal;Municipal;Convênio;21/12/2006;754.331,74;701.528,52;465;31/12/2006;30/12/2007;Pagamento de salários, encargos da equipe de profissionais e alimentação das crianças.
58.222.910/0001-07;2007;80148;Prefeitura Municipal de Santos;-;Municipal;Municipal;Subvenção;06/07/2001;36.000,00;36.000,00;-;31/12/2006;30/12/2007;Destina-se à manutenção das atividades da entidade.
58.222.910/0001-07;2008;80149;Prefeitura Municipal de Santos;-;Municipal;Municipal;Convênio;21/12/2006;739.038,72;739.038,72;465;31/12/2007;30/12/2008;Pagamento de salários, encargos da equipe de profissionais e alimentação para as crianças.
58.222.910/0001-07;2008;80149;Prefeitura Municipal de Santos;-;Municipal;Municipal;Subvenção;06/07/2001;36.000,00;36.000,00;-;31/12/2007;30/12/2008;Destina-se à manutenção das atividades da entidade.
58.222.910/0001-07;2008;80149;FEMEPE - Ind. e Com. de Pescado LTDA;Autarquia;-;-;Termo de Parceria;31/12/2007;5.200,00;5.200,00;45;31/12/2007;30/12/2008;Contribuição para manutenção da entidade nos serviços do berçario.
58.222.910/0001-07;2010;80151;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;21/12/2006;786.254,66;786.254,66;446;31/12/2009;30/12/2010;Pagamento de salários, encargos da equipe de profissionais e alimentação para as crianças.
58.222.910/0001-07;2010;80151;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Subvenção;06/07/2001;36.000,00;36.000,00;-;31/12/2009;30/12/2010;Destiná-se à manutenção das atividades da entidade.
58.222.910/0001-07;2010;80151;FEMEPE - Ind. e Com. de Pescados LTDA;Autarquia;-;-;Termo de Parceria;31/12/2009;2.700,00;2.700,00;27;31/12/2009;30/12/2010;Contribuição para manutenção da entidade nos serviços de berçario.
51.642.288/0001-39;2011;114750;Prefeitura Municipal de Guarujá;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;01/04/2011;301.722,40;301.722,40;90;15/03/2004;31/12/2012;Manutenção da creche no atendimento educacional integral de crianças de 1 a 5 anos e 11 meses.
51.642.288/0001-39;2011;114750;Prefeitura Municipal de Santos;Órgão Público do Poder Executivo;Municipal;Municipal;Convênio;01/01/2011;291.795,38;291.795,38;100;02/01/2008;31/12/2012;Manutenção de creche no atendimento educacional integral de crianças de 1 a 5 anos e 11 meses.
